x,y,GuloGulo_PA4_allRun logistic values
-94.5,34.000007823,2.141329E-5
-94.5,37.000007823,6.903323E-5
-94.5,40.000007823,0.0042450046
-94.5,46.000007823,0.052436188
-94.5,76.000007823,0.08234775
-97.5,25.000007823,1.7512174E-4
-97.5,28.000007823,5.005175E-4
-97.5,31.000007823,9.955578E-6
-97.5,73.000007823,0.14123417
-97.5,76.000007823,0.09673188
10.5,1.000007823,4.451837E-6
10.5,28.000007823,0.0
10.5,49.000007823,0.0022247937
10.5,55.000007823,9.6711464E-4
100.5,13.000007823,7.903835E-6
100.5,16.000007823,1.7447173E-5
100.5,22.000007823,4.979405E-5
100.5,4.000007823,3.3297808E-6
103.5,13.000007823,8.297073E-6
103.5,28.000007823,2.7056367E-4
106.5,22.000007823,9.2765986E-5
109.5,16.000007823,1.4348408E-5
109.5,28.000007823,7.3130063E-6
109.5,31.000007823,6.45541E-6
112.5,-1.999992177,3.0387098E-6
112.5,34.000007823,2.5079507E-4
118.5,-19.999992177,1.7464261E-4
118.5,-7.999992177,4.310019E-6
118.5,28.000007823,5.6475205E-6
118.5,31.000007823,4.7727572E-4
121.5,16.000007823,5.904057E-6
124.5,-13.999992177,1.089447E-5
124.5,13.000007823,4.2165802E-6
124.5,37.000007823,0.010066009
13.5,-10.999992177,9.541963E-6
13.5,31.000007823,0.0
13.5,79.000007823,0.0013480921
130.5,-13.999992177,3.0446821E-5
130.5,31.000007823,4.909015E-4
133.5,4.000007823,2.7871422E-6
136.5,-25.999992177,3.72462E-7
142.5,-10.999992177,5.4573597E-6
142.5,-7.999992177,4.2909405E-6
145.5,-43.999992177,1.5684498E-5
148.5,-1.999992177,2.5927939E-6
148.5,-19.999992177,4.3159464E-5
148.5,-37.999992177,6.145529E-5
148.5,7.000007823,2.41253E-6
148.5,76.000007823,0.5503664
151.5,-31.999992177,1.2239674E-4
154.5,-1.999992177,2.5224106E-6
16.5,25.000007823,0.0
16.5,49.000007823,4.8445803E-5
16.5,76.000007823,0.09359629
169.5,-19.999992177,7.870028E-6
172.5,7.000007823,2.2757697E-6
178.5,61.000007823,0.5444646
19.5,-1.999992177,3.4387335E-6
19.5,-10.999992177,1.5462285E-5
19.5,10.000007823,2.5091236E-5
19.5,31.000007823,8.098026E-8
22.5,-16.999992177,8.7126595E-5
22.5,-31.999992177,1.1047657E-7
22.5,-7.999992177,5.649035E-6
22.5,4.000007823,4.8708544E-6
22.5,7.000007823,1.2200741E-5
25.5,-22.999992177,1.6932357E-4
25.5,-34.999992177,1.788098E-5
25.5,19.000007823,0.0
25.5,37.000007823,1.4119942E-4
25.5,7.000007823,1.0036716E-5
28.5,52.000007823,4.2314688E-4
28.5,58.000007823,0.008849161
28.5,79.000007823,0.057282273
31.5,13.000007823,3.4058372E-5
31.5,19.000007823,0.0
31.5,22.000007823,0.0
31.5,25.000007823,0.0
31.5,37.000007823,5.473009E-6
31.5,58.000007823,0.014819131
34.5,-1.999992177,5.4481775E-6
34.5,1.000007823,5.758874E-6
37.5,4.000007823,7.467283E-6
37.5,58.000007823,0.036017183
4.5,13.000007823,3.8976093E-5
4.5,25.000007823,0.0
4.5,31.000007823,0.0
4.5,34.000007823,5.5316813E-9
4.5,4.000007823,4.2579886E-6
4.5,49.000007823,2.3365281E-4
40.5,-4.999992177,6.584349E-6
40.5,10.000007823,1.6265829E-5
40.5,13.000007823,1.9831345E-5
40.5,25.000007823,0.0
40.5,28.000007823,0.0
43.5,-1.999992177,4.4410394E-6
43.5,-22.999992177,3.1747088E-5
43.5,52.000007823,0.13254534
46.5,13.000007823,0.0
46.5,22.000007823,0.0
46.5,25.000007823,3.5938066E-10
46.5,82.000007823,0.0104573285
49.5,-13.999992177,8.838803E-6
49.5,37.000007823,1.640839E-5
49.5,40.000007823,1.1666861E-5
49.5,55.000007823,0.20782192
52.5,-10.999992177,4.437665E-6
52.5,13.000007823,0.0
52.5,28.000007823,2.060716E-9
52.5,52.000007823,0.5407025
52.5,55.000007823,0.29084963
52.5,79.000007823,0.026405865
52.5,82.000007823,0.023103949
55.5,37.000007823,1.1779104E-8
58.5,28.000007823,0.0
61.5,40.000007823,4.3427573E-8
61.5,76.000007823,0.16063373
67.5,46.000007823,0.025921075
7.5,7.000007823,6.7294905E-6
76.5,16.000007823,2.475593E-5
76.5,40.000007823,3.51862E-6
76.5,7.000007823,5.051247E-6
79.5,16.000007823,3.9669045E-5
79.5,31.000007823,0.01223304
82.5,43.000007823,6.9830608E-6
82.5,46.000007823,0.09121835
85.5,43.000007823,4.6851505E-6
88.5,22.000007823,6.2859326E-5
91.5,13.000007823,3.6290182E-6
94.5,13.000007823,3.654733E-6
94.5,16.000007823,9.250234E-6
94.5,19.000007823,2.828938E-5
94.5,25.000007823,6.033736E-5
97.5,34.000007823,3.7660915E-4
97.5,46.000007823,0.16769837
