x,y,GuloGulo_PA1_allRun logistic values
-4.5,43.000007823,0.010848823
-4.5,49.000007823,0.009365505
-4.5,52.000007823,0.0100883925
-4.5,7.000007823,0.0035038965
-40.5,-10.999992177,0.0035667568
-40.5,-13.999992177,0.0039970507
-40.5,-19.999992177,0.00461553
-40.5,-22.999992177,0.005458651
-40.5,-4.999992177,0.0029718613
-40.5,64.000007823,0.02044709
-40.5,67.000007823,0.22810692
-40.5,70.000007823,0.2656047
-40.5,73.000007823,0.10544199
-40.5,76.000007823,0.118984014
-40.5,82.000007823,0.30642858
-43.5,-16.999992177,0.0040568146
-43.5,-19.999992177,0.004524675
-43.5,-22.999992177,0.0052000135
-43.5,-7.999992177,0.0030649297
-43.5,61.000007823,0.019196004
-43.5,64.000007823,0.21496163
-43.5,67.000007823,0.24687162
-43.5,73.000007823,0.1097958
-43.5,79.000007823,0.1375242
-43.5,82.000007823,0.30440348
-46.5,-1.999992177,0.0023595942
-46.5,-10.999992177,0.0035761602
-46.5,-13.999992177,0.0036304428
-46.5,-22.999992177,0.0051767468
-46.5,-25.999992177,0.006774812
-46.5,-4.999992177,0.0029600842
-46.5,-7.999992177,0.0033448413
-46.5,64.000007823,0.22604348
-46.5,67.000007823,0.2595609
-46.5,73.000007823,0.112269536
-49.5,-10.999992177,0.003516818
-49.5,-13.999992177,0.0037430285
-49.5,-16.999992177,0.003923026
-49.5,-4.999992177,0.0024009491
-49.5,1.000007823,0.0028041473
-49.5,4.000007823,0.0031999508
-49.5,61.000007823,0.018505884
-49.5,64.000007823,0.16225027
-49.5,67.000007823,0.2737036
-49.5,70.000007823,0.28063402
-49.5,73.000007823,0.11029114
-49.5,76.000007823,0.12333189
-49.5,79.000007823,0.14049011
-52.5,-1.999992177,0.0023979899
-52.5,-10.999992177,0.0036261377
-52.5,-13.999992177,0.003767178
-52.5,-16.999992177,0.0039054716
-52.5,-19.999992177,0.004006638
-52.5,-4.999992177,0.002536126
-52.5,-7.999992177,0.0031117427
-52.5,1.000007823,0.0027882352
-52.5,4.000007823,0.003107256
-52.5,46.000007823,0.02204958
-52.5,49.000007823,0.024853531
-52.5,7.000007823,0.0028958719
-52.5,70.000007823,0.2042024
-52.5,73.000007823,0.10455085
-52.5,76.000007823,0.12153116
-52.5,79.000007823,0.14231615
-52.5,82.000007823,0.31476447
-55.5,-16.999992177,0.004394473
-55.5,-25.999992177,0.0067004515
-55.5,-34.999992177,0.008555464
-55.5,-7.999992177,0.0037820654
-55.5,1.000007823,0.002740894
-55.5,46.000007823,0.02287439
-55.5,70.000007823,0.20708102
-55.5,73.000007823,0.22593184
-55.5,76.000007823,0.12068785
-55.5,79.000007823,0.14585067
-55.5,82.000007823,0.3252272
-58.5,-1.999992177,0.0024691976
-58.5,-13.999992177,0.003660615
-58.5,-19.999992177,0.0050020204
-58.5,-28.999992177,0.00814113
-58.5,-49.999992177,0.006509315
-58.5,-52.999992177,0.0064377394
-58.5,43.000007823,0.060064536
-58.5,49.000007823,0.117298186
-58.5,7.000007823,0.00269466
-58.5,76.000007823,0.27349374
-58.5,79.000007823,0.11372169
-61.5,-10.999992177,0.0037499224
-61.5,-13.999992177,0.0037329064
-61.5,-22.999992177,0.007021668
-61.5,-28.999992177,0.008401981
-61.5,-34.999992177,0.009337026
-61.5,-4.999992177,0.0025521873
-61.5,-40.999992177,0.009162294
-61.5,-7.999992177,0.0036103278
-61.5,10.000007823,0.0026901367
-61.5,16.000007823,0.0037833047
-61.5,19.000007823,0.0043078195
-61.5,4.000007823,0.002069775
-61.5,46.000007823,0.029737331
-61.5,49.000007823,0.13618909
-61.5,64.000007823,0.314606
-61.5,76.000007823,0.29426596
-64.5,-10.999992177,0.003416777
-64.5,-13.999992177,0.003918838
-64.5,-16.999992177,0.004541718
-64.5,-22.999992177,0.0069589964
-64.5,-25.999992177,0.007875499
-64.5,-34.999992177,0.009940569
-64.5,-37.999992177,0.010185329
-64.5,-4.999992177,0.002420983
-64.5,-40.999992177,0.0069105644
-64.5,-43.999992177,0.0063903336
-64.5,-55.999992177,0.006542869
-64.5,-7.999992177,0.0030816214
-64.5,10.000007823,0.0026620526
-64.5,19.000007823,0.003910631
-64.5,31.000007823,0.009246349
-64.5,4.000007823,0.002029875
-64.5,43.000007823,0.02351486
-64.5,49.000007823,0.14942674
-64.5,79.000007823,0.32186162
-67.5,-1.999992177,0.0020999378
-67.5,-13.999992177,0.0037333716
-67.5,-31.999992177,0.0075717913
-67.5,-34.999992177,0.0070843217
-67.5,-37.999992177,0.0072089867
-67.5,-4.999992177,0.0023617146
-67.5,-40.999992177,0.0069527244
-67.5,-46.999992177,0.0062973
-67.5,-7.999992177,0.0026740427
-67.5,10.000007823,0.0030345386
-67.5,4.000007823,0.0026222114
-67.5,43.000007823,0.03070046
-67.5,46.000007823,0.04130244
-67.5,7.000007823,0.003499121
-7.5,10.000007823,0.004728592
-7.5,22.000007823,0.0
-7.5,25.000007823,0.0
-7.5,4.000007823,0.0033692997
-7.5,43.000007823,0.009765397
-7.5,55.000007823,0.00879703
-7.5,61.000007823,0.008644038
-7.5,7.000007823,0.0035465327
-7.5,70.000007823,0.017062912
-70.5,-1.999992177,0.0020944935
-70.5,-16.999992177,0.0027982811
-70.5,-22.999992177,0.0
-70.5,-28.999992177,0.0
-70.5,-31.999992177,0.004629178
-70.5,-34.999992177,0.0077750487
-70.5,-4.999992177,0.00221401
-70.5,-43.999992177,0.008295368
-70.5,-55.999992177,0.0065673585
-70.5,1.000007823,0.0025595876
-70.5,10.000007823,0.0027111496
-70.5,13.000007823,0.0033322836
-70.5,19.000007823,0.0033269285
-70.5,22.000007823,0.005028157
-70.5,43.000007823,0.034401648
-70.5,46.000007823,0.06718515
-73.5,-1.999992177,0.0022467673
-73.5,-13.999992177,0.0031881651
-73.5,-4.999992177,0.0023489485
-73.5,-40.999992177,0.0067486707
-73.5,-46.999992177,0.0073462115
-73.5,-49.999992177,0.007297942
-73.5,-7.999992177,0.0028769518
-73.5,22.000007823,0.0054769428
-73.5,25.000007823,0.0061710626
-73.5,4.000007823,0.0027790864
-73.5,76.000007823,0.1271791
-76.5,-1.999992177,0.0021072496
-76.5,-10.999992177,0.0031417306
-76.5,-4.999992177,0.0023452006
-76.5,-7.999992177,0.0023761922
-76.5,10.000007823,0.0024722635
-76.5,22.000007823,0.004830769
-76.5,25.000007823,0.006721072
-76.5,28.000007823,0.007770795
-76.5,49.000007823,0.35530207
-76.5,67.000007823,0.35058135
-76.5,7.000007823,0.002131189
-79.5,-1.999992177,0.0026613225
-79.5,-4.999992177,0.0026586296
-79.5,10.000007823,0.002866078
-79.5,19.000007823,0.0038127254
-79.5,22.000007823,0.004703877
-79.5,25.000007823,0.007135335
-79.5,28.000007823,0.0076933294
-79.5,37.000007823,0.015644172
-79.5,43.000007823,0.034781314
-79.5,46.000007823,0.07054534
-79.5,64.000007823,0.3272112
-79.5,7.000007823,0.0029678256
-82.5,-4.999992177,0.0
-82.5,10.000007823,0.002824918
-82.5,13.000007823,0.0037847443
-82.5,25.000007823,0.007194888
-82.5,31.000007823,0.011024723
-82.5,37.000007823,0.015583865
-82.5,40.000007823,0.032129057
-82.5,46.000007823,0.042244293
-82.5,55.000007823,0.6941717
-82.5,7.000007823,0.0033631278
-85.5,10.000007823,0.0030467324
-85.5,13.000007823,0.00349465
-85.5,22.000007823,0.004686453
-85.5,31.000007823,0.011601689
-85.5,34.000007823,0.014173402
-85.5,37.000007823,0.01720123
-85.5,43.000007823,0.036527544
-85.5,46.000007823,0.038215622
-85.5,49.000007823,0.097558826
-85.5,52.000007823,0.6308645
-88.5,13.000007823,0.0033131584
-88.5,19.000007823,0.004381126
-88.5,28.000007823,0.011738491
-88.5,31.000007823,0.012180238
-88.5,34.000007823,0.014783447
-88.5,37.000007823,0.019013532
-88.5,40.000007823,0.03825526
-88.5,46.000007823,0.045760456
-88.5,49.000007823,0.100447334
-91.5,1.000007823,0.004796931
-91.5,13.000007823,0.0030963188
-91.5,16.000007823,0.0036989087
-91.5,19.000007823,0.004790107
-91.5,28.000007823,0.011173015
-91.5,40.000007823,0.040454365
-91.5,46.000007823,0.07958551
-91.5,49.000007823,0.46298218
-91.5,61.000007823,0.88108987
-91.5,73.000007823,0.47928923
-91.5,79.000007823,0.38315186
-94.5,16.000007823,0.0041010133
-94.5,19.000007823,0.0053792894
-94.5,28.000007823,0.012198019
-94.5,37.000007823,0.020399893
-94.5,40.000007823,0.0422536
-94.5,46.000007823,0.10768542
-94.5,49.000007823,0.6042309
-94.5,76.000007823,0.4698551
-94.5,82.000007823,0.62904483
-97.5,19.000007823,0.004562778
-97.5,22.000007823,0.0069597056
-97.5,31.000007823,0.014257918
-97.5,34.000007823,0.017962933
-97.5,37.000007823,0.022453548
-97.5,40.000007823,0.0433268
-97.5,46.000007823,0.1571997
-97.5,49.000007823,0.6132957
-97.5,52.000007823,0.7363717
-97.5,73.000007823,0.34756666
-97.5,76.000007823,0.3310157
1.5,10.000007823,0.004335256
1.5,13.000007823,0.0058246832
1.5,16.000007823,0.0048697363
1.5,19.000007823,1.428788E-28
1.5,22.000007823,0.0
1.5,28.000007823,0.0
1.5,37.000007823,0.013310951
1.5,43.000007823,0.011408131
1.5,49.000007823,0.010812592
10.5,-16.999992177,0.0
10.5,10.000007823,0.005471942
10.5,16.000007823,0.0
10.5,37.000007823,0.011556137
10.5,4.000007823,0.003073684
10.5,43.000007823,0.012286752
10.5,58.000007823,0.09467215
10.5,67.000007823,0.018846244
100.5,-1.999992177,0.0018701019
100.5,10.000007823,0.004118573
100.5,16.000007823,0.0060572857
100.5,19.000007823,0.0065680738
100.5,28.000007823,0.00925567
100.5,31.000007823,0.019152377
100.5,40.000007823,0.012106859
100.5,7.000007823,0.0029711798
100.5,79.000007823,0.33427066
103.5,-1.999992177,0.0018456617
103.5,-4.999992177,0.0019088072
103.5,1.000007823,0.001905215
103.5,13.000007823,0.005106744
103.5,22.000007823,0.0077098566
103.5,25.000007823,0.0090032555
103.5,28.000007823,0.011483146
103.5,34.000007823,0.023847008
103.5,37.000007823,0.027198242
103.5,4.000007823,0.0023808912
103.5,7.000007823,0.002974326
106.5,-10.999992177,0.0032826448
106.5,-4.999992177,0.0022574244
106.5,10.000007823,0.0043214415
106.5,22.000007823,0.010204985
106.5,25.000007823,0.011743806
106.5,31.000007823,0.015714671
106.5,37.000007823,0.029233843
106.5,4.000007823,0.0028308406
106.5,43.000007823,0.065308936
106.5,46.000007823,0.28346393
106.5,79.000007823,0.3382689
109.5,-1.999992177,0.0020414912
109.5,-4.999992177,0.0026592691
109.5,-7.999992177,0.002701559
109.5,1.000007823,0.0019083465
109.5,16.000007823,0.006352445
109.5,22.000007823,0.011197717
109.5,4.000007823,0.0025548995
109.5,40.000007823,0.04259372
109.5,43.000007823,0.20400827
109.5,46.000007823,0.31542397
112.5,-1.999992177,0.0019628017
112.5,-22.999992177,0.005940959
112.5,19.000007823,0.009370061
112.5,22.000007823,0.011070446
112.5,25.000007823,0.014596401
112.5,4.000007823,0.0018720136
112.5,43.000007823,0.3025817
115.5,-19.999992177,0.0053457413
115.5,-25.999992177,0.0074305856
115.5,-28.999992177,0.006757231
115.5,-31.999992177,0.0083842
115.5,1.000007823,0.0016964104
115.5,25.000007823,0.013281516
115.5,31.000007823,0.019350583
115.5,34.000007823,0.022059062
115.5,37.000007823,0.026556093
115.5,43.000007823,0.28823203
115.5,46.000007823,0.8192127
118.5,-1.999992177,0.0026327001
118.5,-19.999992177,0.0057543344
118.5,-22.999992177,0.0074800947
118.5,1.000007823,0.0019845648
118.5,10.000007823,0.0029080207
118.5,16.000007823,0.003935205
118.5,28.000007823,0.015678087
118.5,31.000007823,0.08277816
118.5,37.000007823,0.039926004
118.5,40.000007823,0.049686413
118.5,43.000007823,0.109263636
118.5,46.000007823,0.9441435
118.5,7.000007823,0.0023744914
121.5,-1.999992177,0.0026363276
121.5,-16.999992177,0.0062758317
121.5,-19.999992177,0.007544113
121.5,-25.999992177,0.008489886
121.5,-7.999992177,0.003074575
121.5,16.000007823,0.004169446
121.5,19.000007823,0.005203196
121.5,28.000007823,0.06874672
121.5,31.000007823,0.07654619
121.5,34.000007823,0.08360694
121.5,40.000007823,0.19461358
121.5,43.000007823,0.15282694
124.5,-1.999992177,0.002672983
124.5,-10.999992177,0.0035502154
124.5,-13.999992177,0.0053573367
124.5,-22.999992177,0.007461145
124.5,-28.999992177,0.0073300726
124.5,-34.999992177,0.006296706
124.5,1.000007823,0.0022010242
124.5,4.000007823,0.0017826825
124.5,40.000007823,0.20575215
127.5,-1.999992177,0.0028089732
127.5,-16.999992177,0.0070155994
127.5,-19.999992177,0.0061475434
127.5,-22.999992177,0.007386554
127.5,-25.999992177,0.008125753
127.5,-28.999992177,0.0067911204
127.5,-7.999992177,0.0038212005
127.5,1.000007823,0.0022125538
127.5,10.000007823,0.0026817021
127.5,25.000007823,0.010732622
127.5,34.000007823,0.017807651
127.5,4.000007823,0.0018917638
127.5,7.000007823,0.0021085297
13.5,-1.999992177,0.003380156
13.5,-10.999992177,0.004965436
13.5,-13.999992177,0.0047215624
13.5,-22.999992177,0.0
13.5,-7.999992177,0.0049478505
13.5,13.000007823,0.006605723
13.5,16.000007823,0.0
13.5,22.000007823,0.0
13.5,25.000007823,0.0
13.5,31.000007823,0.0025253657
13.5,4.000007823,0.0027230142
13.5,43.000007823,0.012946666
13.5,49.000007823,0.02313286
13.5,52.000007823,0.014068988
13.5,7.000007823,0.0039886488
13.5,79.000007823,0.2113419
130.5,-1.999992177,0.0024735574
130.5,-13.999992177,0.005803595
130.5,-19.999992177,0.008974387
130.5,-7.999992177,0.0040866984
130.5,25.000007823,0.009804917
130.5,28.000007823,0.011319978
130.5,40.000007823,0.03546482
130.5,43.000007823,0.19606219
133.5,-16.999992177,0.0072673224
133.5,-19.999992177,0.0088536935
133.5,-25.999992177,0.007941979
133.5,-28.999992177,0.006931035
133.5,-34.999992177,0.006614288
133.5,-4.999992177,0.0030212027
133.5,37.000007823,0.016043413
133.5,7.000007823,0.0019988797
136.5,-10.999992177,0.004917528
136.5,-13.999992177,0.005787462
136.5,-19.999992177,0.008718447
136.5,-22.999992177,0.007512159
136.5,-28.999992177,0.007908622
136.5,-31.999992177,0.006612365
136.5,-4.999992177,0.0024989329
136.5,34.000007823,0.016534649
136.5,37.000007823,0.018627536
136.5,76.000007823,0.6071544
139.5,-1.999992177,0.0017004308
139.5,-22.999992177,0.0073374473
139.5,-34.999992177,0.007772067
139.5,-4.999992177,0.0022360717
139.5,-7.999992177,0.0030885707
139.5,34.000007823,0.01514214
139.5,40.000007823,0.13140166
142.5,-25.999992177,0.008008044
142.5,-28.999992177,0.008272812
142.5,-31.999992177,0.007499051
142.5,-37.999992177,0.0075534345
142.5,-4.999992177,0.0019124281
142.5,-40.999992177,0.006880684
142.5,-7.999992177,0.003055107
142.5,37.000007823,0.016717652
142.5,43.000007823,0.14830612
142.5,76.000007823,0.19948764
145.5,-13.999992177,0.005048392
145.5,-16.999992177,0.00573876
145.5,-19.999992177,0.007136642
145.5,-22.999992177,0.008665791
145.5,-25.999992177,0.0102829505
145.5,-34.999992177,0.009983809
145.5,-43.999992177,0.0068732235
145.5,-7.999992177,0.0024200953
145.5,13.000007823,0.0028738272
145.5,19.000007823,0.005135461
145.5,43.000007823,0.16374664
148.5,-28.999992177,0.010227422
148.5,-31.999992177,0.0100940475
148.5,-37.999992177,0.0078049777
148.5,-4.999992177,0.0023238766
148.5,-40.999992177,0.0069376435
148.5,-7.999992177,0.0025313238
148.5,7.000007823,0.0019180534
151.5,-10.999992177,0.00353318
151.5,-16.999992177,0.006193685
151.5,-22.999992177,0.0073509575
151.5,-28.999992177,0.008575483
151.5,-31.999992177,0.008260953
151.5,-37.999992177,0.007668749
151.5,-4.999992177,0.0022159403
151.5,7.000007823,0.0019172813
151.5,76.000007823,0.36172876
154.5,-1.999992177,0.0019209427
154.5,-10.999992177,0.003338852
154.5,-25.999992177,0.007200802
154.5,-4.999992177,0.0020194508
154.5,-7.999992177,0.0023744975
154.5,4.000007823,0.0019930643
157.5,-7.999992177,0.0021058116
16.5,-1.999992177,0.0024769371
16.5,-13.999992177,0.005315176
16.5,-25.999992177,0.0013432965
16.5,-28.999992177,0.0
16.5,-4.999992177,0.0034318024
16.5,1.000007823,0.0023837937
16.5,10.000007823,0.0055243797
16.5,13.000007823,0.0062991995
16.5,22.000007823,0.0
16.5,25.000007823,0.0
16.5,37.000007823,0.011043223
16.5,4.000007823,0.0030965374
16.5,40.000007823,0.01196762
16.5,43.000007823,0.013105508
16.5,52.000007823,0.025361028
16.5,55.000007823,0.10451194
16.5,76.000007823,0.15848058
16.5,79.000007823,0.17240676
160.5,-10.999992177,0.0022765335
160.5,7.000007823,0.001915603
163.5,-10.999992177,0.002331615
163.5,-19.999992177,0.00576908
163.5,4.000007823,0.0018801044
166.5,-10.999992177,0.0022983209
166.5,-13.999992177,0.0034902086
166.5,-19.999992177,0.0059537315
166.5,-49.999992177,0.0058655734
166.5,10.000007823,0.0019552053
169.5,-10.999992177,0.0026854374
169.5,-13.999992177,0.0037550533
169.5,-16.999992177,0.0045812507
169.5,-43.999992177,0.008571191
169.5,-46.999992177,0.007596057
169.5,7.000007823,0.0017037262
172.5,-34.999992177,0.0072382707
172.5,-40.999992177,0.00787618
172.5,-43.999992177,0.0079555595
172.5,1.000007823,0.0016367988
172.5,52.000007823,0.010421452
175.5,-34.999992177,0.007327446
175.5,-37.999992177,0.007669847
175.5,-4.999992177,0.0017042499
175.5,-40.999992177,0.0075825593
178.5,-16.999992177,0.004397335
178.5,-19.999992177,0.00493656
178.5,52.000007823,0.01024652
19.5,-1.999992177,0.0021052414
19.5,-10.999992177,0.0043739
19.5,-13.999992177,0.005015657
19.5,-19.999992177,0.006878962
19.5,-28.999992177,0.006159037
19.5,-34.999992177,0.0067673577
19.5,-4.999992177,0.0024913938
19.5,1.000007823,0.0022824062
19.5,10.000007823,0.0050457357
19.5,13.000007823,0.005564945
19.5,19.000007823,0.0
19.5,22.000007823,0.0
19.5,25.000007823,0.0
19.5,28.000007823,0.0
19.5,37.000007823,0.012046313
19.5,43.000007823,0.0138476
19.5,49.000007823,0.025696253
19.5,52.000007823,0.027579082
19.5,61.000007823,0.10645238
19.5,7.000007823,0.0042903456
22.5,-10.999992177,0.0041880202
22.5,-19.999992177,0.007142483
22.5,-28.999992177,0.0068962653
22.5,-31.999992177,0.006166979
22.5,-7.999992177,0.0031279398
22.5,28.000007823,0.0
22.5,34.000007823,0.009101222
22.5,37.000007823,0.011848659
22.5,4.000007823,0.0029372904
22.5,46.000007823,0.025265716
22.5,49.000007823,0.026915763
22.5,52.000007823,0.029012406
22.5,79.000007823,0.15384416
25.5,-1.999992177,0.0019887614
25.5,-10.999992177,0.0052098986
25.5,-13.999992177,0.006223707
25.5,-16.999992177,0.0070186574
25.5,-19.999992177,0.007011634
25.5,-25.999992177,0.008048621
25.5,-28.999992177,0.009309378
25.5,-31.999992177,0.007624838
25.5,-4.999992177,0.002652582
25.5,13.000007823,0.004130945
25.5,19.000007823,0.0
25.5,22.000007823,0.0
25.5,31.000007823,0.0
25.5,34.000007823,0.011113591
25.5,43.000007823,0.016301023
25.5,46.000007823,0.026808275
25.5,52.000007823,0.029733168
25.5,55.000007823,0.029138634
25.5,58.000007823,0.12172694
28.5,-1.999992177,0.0020816552
28.5,-13.999992177,0.0065194867
28.5,-19.999992177,0.006585587
28.5,-22.999992177,0.0068854974
28.5,-25.999992177,0.0070666606
28.5,-28.999992177,0.0074686226
28.5,-4.999992177,0.0033602256
28.5,13.000007823,0.004146204
28.5,19.000007823,0.0
28.5,22.000007823,0.0
28.5,25.000007823,0.0
28.5,31.000007823,0.0
28.5,37.000007823,0.012734235
28.5,4.000007823,0.0029988857
28.5,46.000007823,0.029418865
28.5,49.000007823,0.031078376
28.5,58.000007823,0.13246998
28.5,7.000007823,0.0038069542
28.5,79.000007823,0.11090373
31.5,-10.999992177,0.0057789222
31.5,-13.999992177,0.0062193642
31.5,-16.999992177,0.005985076
31.5,-19.999992177,0.006078212
31.5,-22.999992177,0.0059045083
31.5,-25.999992177,0.005767658
31.5,-28.999992177,0.005963802
31.5,-31.999992177,0.005951184
31.5,1.000007823,0.0024583358
31.5,16.000007823,0.0014689867
31.5,22.000007823,0.0
31.5,31.000007823,0.0
31.5,4.000007823,0.0032236914
31.5,49.000007823,0.1370829
31.5,58.000007823,0.14015037
31.5,7.000007823,0.0036967322
34.5,-1.999992177,0.002837054
34.5,-10.999992177,0.0054927976
34.5,-13.999992177,0.0056569283
34.5,-16.999992177,0.0054822094
34.5,-19.999992177,0.0054976377
34.5,-25.999992177,0.005026386
34.5,-4.999992177,0.0038940022
34.5,-7.999992177,0.00420669
34.5,1.000007823,0.00230179
34.5,13.000007823,0.004688579
34.5,16.000007823,0.00436868
34.5,19.000007823,0.0
34.5,28.000007823,0.0
34.5,37.000007823,0.0140840635
34.5,40.000007823,0.014712447
34.5,43.000007823,0.013475996
34.5,46.000007823,0.018792491
34.5,49.000007823,0.14575799
34.5,55.000007823,0.14714055
34.5,7.000007823,0.0029688342
34.5,79.000007823,0.15139566
37.5,-10.999992177,0.0046419348
37.5,-13.999992177,0.0050720144
37.5,-16.999992177,0.0051732697
37.5,-4.999992177,0.0038954755
37.5,-46.999992177,0.0055871233
37.5,28.000007823,0.0
37.5,34.000007823,0.0100884745
37.5,37.000007823,0.017294433
37.5,40.000007823,0.025730655
37.5,46.000007823,0.0840684
37.5,49.000007823,0.1539437
37.5,52.000007823,0.16040689
37.5,55.000007823,0.15724511
37.5,58.000007823,0.16005799
4.5,13.000007823,0.0060528107
4.5,25.000007823,0.0
4.5,31.000007823,0.0
4.5,34.000007823,0.011304738
4.5,40.000007823,0.01072851
4.5,46.000007823,0.012228186
4.5,49.000007823,0.011557132
4.5,52.000007823,0.011345975
4.5,61.000007823,0.010809108
40.5,-10.999992177,0.003559919
40.5,-13.999992177,0.0035961485
40.5,-22.999992177,0.0057162335
40.5,-4.999992177,0.004178028
40.5,10.000007823,0.0042960024
40.5,13.000007823,0.0047982843
40.5,16.000007823,0.003948874
40.5,19.000007823,0.004935992
40.5,22.000007823,0.0017993499
40.5,25.000007823,0.0
40.5,40.000007823,0.030854473
40.5,46.000007823,0.03446282
40.5,58.000007823,0.2215185
40.5,7.000007823,0.0030866256
43.5,-10.999992177,0.0038248803
43.5,-19.999992177,0.0049095224
43.5,10.000007823,0.0052868812
43.5,13.000007823,0.004683505
43.5,16.000007823,0.0043382607
43.5,28.000007823,0.011360332
43.5,34.000007823,0.01420951
