x,y,GuloGulo_PA2_allRun logistic values
-79.5,22.000007823,1.8338488E-4
-79.5,25.000007823,3.2098012E-4
-79.5,37.000007823,0.0013733691
-79.5,4.000007823,6.276945E-5
-79.5,40.000007823,0.011379846
-82.5,-4.999992177,0.0
-82.5,16.000007823,1.4607373E-4
-82.5,22.000007823,1.8666295E-4
-82.5,37.000007823,0.0013614766
-82.5,7.000007823,1.2018136E-4
-85.5,19.000007823,1.5277459E-4
-85.5,22.000007823,1.7517681E-4
-85.5,37.000007823,0.0016069968
-85.5,40.000007823,0.01460673
-85.5,64.000007823,0.50566983
-88.5,16.000007823,1.5920182E-4
-88.5,19.000007823,1.7169498E-4
-88.5,31.000007823,8.6918473E-4
-88.5,40.000007823,0.017127387
-88.5,43.000007823,0.020984478
-91.5,-1.999992177,2.0678993E-4
-91.5,1.000007823,1.7005506E-4
-91.5,13.000007823,1.1160085E-4
-91.5,76.000007823,0.0
-94.5,16.000007823,1.650371E-4
-94.5,28.000007823,8.463805E-4
-94.5,46.000007823,0.11212448
-94.5,79.000007823,0.048207875
-97.5,16.000007823,1.4628208E-4
-97.5,49.000007823,0.2547792
-97.5,52.000007823,0.48572177
-97.5,73.000007823,0.0
1.5,16.000007823,2.9145443E-4
1.5,31.000007823,0.0
1.5,43.000007823,7.4429397E-4
1.5,7.000007823,1.2586234E-4
10.5,-1.999992177,1.4170833E-4
10.5,40.000007823,7.1886653E-4
10.5,52.000007823,8.615847E-4
10.5,7.000007823,1.6366415E-4
100.5,10.000007823,1.5055416E-4
100.5,16.000007823,2.9957696E-4
103.5,-1.999992177,6.073314E-5
103.5,-4.999992177,6.3634725E-5
103.5,1.000007823,6.2392064E-5
103.5,10.000007823,1.3442313E-4
103.5,25.000007823,4.9973745E-4
103.5,31.000007823,0.0010269143
106.5,-1.999992177,6.982969E-5
106.5,-10.999992177,1.00966005E-4
106.5,13.000007823,2.1287065E-4
106.5,16.000007823,2.8702346E-4
106.5,25.000007823,7.6984894E-4
106.5,28.000007823,0.0011901731
106.5,43.000007823,0.0
106.5,46.000007823,0.0
109.5,37.000007823,0.02646524
112.5,-25.999992177,3.4607557E-4
112.5,1.000007823,5.7905192E-5
112.5,16.000007823,3.08779E-4
112.5,22.000007823,6.9514266E-4
112.5,25.000007823,0.0011653764
112.5,37.000007823,0.019512054
115.5,-19.999992177,2.885338E-4
115.5,-31.999992177,4.8388419E-4
115.5,-7.999992177,9.173178E-5
115.5,31.000007823,0.0018652552
115.5,4.000007823,5.4640284E-5
118.5,-31.999992177,4.188184E-4
118.5,-34.999992177,3.2676003E-4
118.5,-4.999992177,1.0297018E-4
118.5,46.000007823,0.8205114
118.5,7.000007823,7.562352E-5
121.5,-16.999992177,2.8945427E-4
121.5,-28.999992177,5.8225845E-4
121.5,-7.999992177,1.07292275E-4
121.5,31.000007823,0.003432774
124.5,-1.999992177,8.6263986E-5
124.5,-13.999992177,2.1343464E-4
124.5,-16.999992177,3.142209E-4
124.5,-19.999992177,5.166645E-4
124.5,-31.999992177,3.2443076E-4
124.5,10.000007823,8.7079796E-5
124.5,13.000007823,1.0398006E-4
124.5,37.000007823,0.03056385
124.5,4.000007823,5.8873055E-5
124.5,7.000007823,7.4873584E-5
127.5,-1.999992177,8.789461E-5
127.5,-16.999992177,3.9082195E-4
127.5,-22.999992177,5.346954E-4
127.5,-31.999992177,2.7481522E-4
127.5,-4.999992177,9.700553E-5
127.5,4.000007823,6.187056E-5
127.5,7.000007823,6.9515416E-5
13.5,-16.999992177,1.6628588E-4
13.5,-7.999992177,1.8503839E-4
13.5,1.000007823,9.219339E-5
13.5,28.000007823,0.0
13.5,4.000007823,9.3923656E-5
13.5,43.000007823,9.406457E-4
13.5,52.000007823,0.0010528562
13.5,7.000007823,1.6604183E-4
13.5,70.000007823,0.0044826455
13.5,79.000007823,0.061805606
130.5,-28.999992177,4.6145855E-4
130.5,-7.999992177,1.373192E-4
130.5,1.000007823,6.84326E-5
130.5,37.000007823,0.0017282749
130.5,40.000007823,0.014801127
130.5,43.000007823,0.0878071
133.5,-1.999992177,7.265828E-5
133.5,-10.999992177,1.9874237E-4
133.5,-16.999992177,4.3959133E-4
133.5,-25.999992177,6.239893E-4
133.5,-31.999992177,3.075226E-4
133.5,-34.999992177,2.930984E-4
136.5,-13.999992177,2.5013095E-4
136.5,-22.999992177,5.889496E-4
136.5,-25.999992177,0.0
136.5,34.000007823,0.0014525162
136.5,73.000007823,0.72283053
139.5,-28.999992177,2.2882994E-28
139.5,-31.999992177,4.8431254E-4
139.5,-4.999992177,7.27816E-5
139.5,40.000007823,0.025179988
142.5,-1.999992177,5.6640984E-5
142.5,-22.999992177,4.9202755E-4
142.5,-25.999992177,5.9861963E-4
142.5,-31.999992177,5.275922E-4
142.5,-4.999992177,6.3912616E-5
145.5,-1.999992177,5.6386107E-5
145.5,-13.999992177,1.9459534E-4
145.5,-25.999992177,7.339272E-4
145.5,43.000007823,0.043615464
148.5,-22.999992177,4.4467556E-4
148.5,-25.999992177,6.2711904E-4
148.5,46.000007823,0.036108337
148.5,7.000007823,5.9627928E-5
151.5,-34.999992177,3.9744997E-4
151.5,-37.999992177,3.53338E-4
151.5,46.000007823,0.013051012
151.5,7.000007823,5.9337945E-5
151.5,73.000007823,0.8421477
154.5,-10.999992177,1.0546527E-4
154.5,-7.999992177,7.4029755E-5
154.5,52.000007823,0.031482156
157.5,7.000007823,6.789928E-5
16.5,-10.999992177,2.0060137E-4
16.5,-22.999992177,2.3954471E-4
16.5,-4.999992177,1.2510811E-4
16.5,13.000007823,3.9861797E-4
16.5,16.000007823,0.0
16.5,43.000007823,9.5143344E-4
16.5,49.000007823,0.0072786054
16.5,76.000007823,0.04459177
163.5,-19.999992177,2.2000924E-4
163.5,10.000007823,7.232429E-5
163.5,4.000007823,5.8249578E-5
166.5,-10.999992177,7.083313E-5
166.5,-16.999992177,1.3341493E-4
166.5,-43.999992177,3.82647E-4
169.5,-16.999992177,1.571369E-4
169.5,-19.999992177,2.0655674E-4
169.5,-52.999992177,1.9233757E-4
172.5,-43.999992177,3.9381546E-4
172.5,52.000007823,6.5463583E-4
178.5,-16.999992177,1.4767771E-4
178.5,-19.999992177,1.7294216E-4
178.5,-37.999992177,3.630964E-4
19.5,-19.999992177,4.1893419E-4
19.5,-28.999992177,0.0
19.5,-34.999992177,3.2461912E-4
19.5,-7.999992177,1.2968632E-4
19.5,10.000007823,2.7058437E-4
19.5,28.000007823,0.0
19.5,52.000007823,0.009460846
19.5,61.000007823,0.017458439
22.5,-13.999992177,3.357005E-4
22.5,-25.999992177,5.023733E-4
22.5,-28.999992177,5.3616345E-4
22.5,10.000007823,3.1150322E-4
22.5,19.000007823,0.0
22.5,22.000007823,0.0
22.5,46.000007823,0.008103867
22.5,55.000007823,0.009160962
22.5,7.000007823,2.152186E-4
22.5,76.000007823,0.028112471
25.5,-22.999992177,4.4385652E-4
25.5,-34.999992177,2.4396513E-4
25.5,10.000007823,2.825231E-4
25.5,25.000007823,0.0
25.5,55.000007823,0.010295087
25.5,7.000007823,1.7184729E-4
28.5,-10.999992177,3.132498E-4
28.5,-4.999992177,1.238481E-4
28.5,1.000007823,7.431263E-5
28.5,22.000007823,0.0
28.5,25.000007823,0.0
28.5,49.000007823,0.011405163
28.5,52.000007823,0.012218546
28.5,58.000007823,0.02585034
31.5,-1.999992177,8.687421E-5
31.5,-19.999992177,3.105289E-4
31.5,-31.999992177,2.3965466E-4
31.5,-7.999992177,1.6719646E-4
31.5,13.000007823,2.9439127E-4
31.5,4.000007823,1.2711462E-4
31.5,46.000007823,0.023929264
31.5,55.000007823,0.027465211
34.5,-10.999992177,2.3454879E-4
34.5,-19.999992177,2.4198194E-4
34.5,-7.999992177,1.6981164E-4
34.5,19.000007823,0.0
34.5,31.000007823,4.5683465E-4
34.5,4.000007823,1.0287146E-4
34.5,58.000007823,0.068432674
34.5,79.000007823,0.039423205
37.5,-13.999992177,2.225705E-4
37.5,-16.999992177,2.1821173E-4
37.5,-7.999992177,1.6940273E-4
37.5,19.000007823,0.0
37.5,31.000007823,0.0
37.5,34.000007823,8.428521E-4
37.5,4.000007823,1.1192248E-4
37.5,49.000007823,0.03256085
37.5,55.000007823,0.07414165
4.5,10.000007823,2.401958E-4
4.5,16.000007823,3.5722586E-4
4.5,22.000007823,0.0
4.5,25.000007823,0.0
4.5,34.000007823,0.0
4.5,4.000007823,1.025743E-4
40.5,-13.999992177,1.3447646E-4
40.5,-22.999992177,2.259259E-4
40.5,1.000007823,1.2381346E-4
40.5,28.000007823,0.0
43.5,-16.999992177,1.6353869E-4
43.5,-19.999992177,2.1854452E-4
43.5,-22.999992177,2.2882759E-4
43.5,16.000007823,0.0
43.5,22.000007823,0.0
43.5,31.000007823,0.0
43.5,37.000007823,0.0023206242
43.5,49.000007823,0.048964113
43.5,7.000007823,1.4209904E-4
43.5,70.000007823,0.0168897
46.5,-13.999992177,1.5056937E-4
46.5,-19.999992177,2.0506051E-4
46.5,16.000007823,0.0
46.5,34.000007823,0.0021370065
46.5,58.000007823,0.17854568
49.5,10.000007823,0.0
49.5,13.000007823,0.0
49.5,22.000007823,0.0
49.5,28.000007823,0.0
49.5,37.000007823,0.0015251295
49.5,43.000007823,0.004164336
49.5,46.000007823,0.017120361
49.5,58.000007823,0.1942604
49.5,70.000007823,0.06516442
52.5,-7.999992177,1.3024092E-4
52.5,10.000007823,0.0
52.5,16.000007823,0.0
52.5,22.000007823,0.0
52.5,25.000007823,0.0
52.5,34.000007823,0.0
52.5,37.000007823,0.0014965677
52.5,43.000007823,0.0
52.5,52.000007823,0.20089273
52.5,79.000007823,0.03642539
52.5,82.000007823,0.06424686
55.5,-19.999992177,2.4326434E-4
55.5,19.000007823,0.0
55.5,25.000007823,0.0
55.5,34.000007823,0.0
55.5,37.000007823,0.0012806519
55.5,46.000007823,0.0
55.5,49.000007823,0.33792803
55.5,70.000007823,0.07963399
58.5,28.000007823,0.0
58.5,31.000007823,0.0
58.5,79.000007823,0.09365993
61.5,37.000007823,0.0017710318
61.5,82.000007823,0.08690694
64.5,25.000007823,0.0
64.5,34.000007823,0.017644161
64.5,40.000007823,0.0
64.5,76.000007823,0.09130628
67.5,28.000007823,0.0
67.5,37.000007823,0.0016807318
7.5,-1.999992177,1.7618532E-4
7.5,13.000007823,3.719575E-4
7.5,16.000007823,3.4987836E-4
7.5,28.000007823,0.0
7.5,4.000007823,9.496827E-5
70.5,-4.999992177,1.0096666E-4
70.5,22.000007823,5.2447757E-4
70.5,28.000007823,0.0
70.5,34.000007823,0.0016811846
70.5,46.000007823,0.0
73.5,-1.999992177,9.6852316E-5
73.5,10.000007823,1.5192441E-4
73.5,22.000007823,5.6717603E-4
73.5,40.000007823,0.047972694
76.5,10.000007823,1.6811259E-4
79.5,19.000007823,6.8848487E-4
79.5,31.000007823,0.0059329187
79.5,34.000007823,0.0
79.5,46.000007823,0.07758003
79.5,7.000007823,1.3598206E-4
82.5,16.000007823,3.9356045E-4
82.5,28.000007823,6.9057604E-4
82.5,34.000007823,0.0
85.5,25.000007823,8.2825805E-4
85.5,43.000007823,0.057688847
88.5,28.000007823,6.970144E-4
88.5,37.000007823,0.0
91.5,22.000007823,4.1491E-4
91.5,28.000007823,6.9025304E-4
91.5,40.000007823,0.0
94.5,19.000007823,4.2186922E-4
94.5,22.000007823,4.5792558E-4
94.5,7.000007823,1.4041594E-4
94.5,79.000007823,0.0
94.5,82.000007823,0.0
97.5,13.000007823,1.8716393E-4
97.5,22.000007823,4.698885E-4
97.5,25.000007823,4.540268E-4
97.5,31.000007823,0.005751389
97.5,40.000007823,0.0
97.5,46.000007823,0.0
97.5,79.000007823,0.16258782
97.5,82.000007823,0.0
