x,y,GuloGulo_PA3_RUN1 logistic values
-67.5,-19.999992177,0.0015535504
-67.5,-22.999992177,4.652876E-4
-67.5,-31.999992177,0.002320313
-67.5,-49.999992177,0.0016813782
-67.5,1.000007823,0.001706054
-67.5,43.000007823,0.0083
-7.5,13.000007823,0.0021492708
-7.5,58.000007823,0.002080217
-70.5,-34.999992177,0.0027601637
-70.5,-4.999992177,0.0017027471
-70.5,-40.999992177,0.0027445266
-70.5,-46.999992177,0.001733723
-70.5,40.000007823,0.004627674
-73.5,-13.999992177,0.0018604067
-73.5,-16.999992177,3.638666E-4
-73.5,-34.999992177,0.0022941334
-73.5,-4.999992177,0.0017082928
-73.5,-46.999992177,0.0020167571
-73.5,13.000007823,0.0017493116
-73.5,22.000007823,0.0018327094
-73.5,25.000007823,0.0018570998
-73.5,4.000007823,0.0017273958
-73.5,40.000007823,0.0055273403
-76.5,-13.999992177,0.0012883252
-76.5,4.000007823,0.0016926437
-76.5,49.000007823,0.1332685
-76.5,67.000007823,0.21660821
-76.5,76.000007823,0.14363882
-79.5,-1.999992177,0.0017321447
-79.5,-4.999992177,0.0017714797
-79.5,1.000007823,0.0016994277
-79.5,46.000007823,0.042714827
-79.5,61.000007823,0.19051169
-82.5,37.000007823,0.00506903
-82.5,43.000007823,0.01374744
-85.5,37.000007823,0.005552798
-85.5,46.000007823,0.017475171
-85.5,64.000007823,0.3823205
-88.5,-1.999992177,0.0018115261
-88.5,28.000007823,0.0029778443
-91.5,31.000007823,0.00374478
-91.5,43.000007823,0.02654392
-91.5,79.000007823,0.8736298
-94.5,76.000007823,0.13580708
-97.5,22.000007823,0.0022176786
-97.5,52.000007823,0.5983281
1.5,34.000007823,0.0029700215
1.5,46.000007823,0.0029414943
1.5,52.000007823,0.0025062067
10.5,-1.999992177,0.0017984364
10.5,-16.999992177,3.6499897E-4
10.5,37.000007823,0.00334585
10.5,43.000007823,0.003006293
10.5,58.000007823,0.0068946434
10.5,7.000007823,0.0018044915
100.5,25.000007823,0.0024847807
100.5,34.000007823,0.014250929
103.5,10.000007823,0.0017294624
103.5,13.000007823,0.0018329151
103.5,19.000007823,0.0020844042
103.5,34.000007823,0.006897126
103.5,79.000007823,0.16980849
106.5,13.000007823,0.001835217
109.5,-4.999992177,0.001717516
109.5,-7.999992177,0.0017133516
109.5,1.000007823,0.0016960243
109.5,28.000007823,0.0043075057
109.5,34.000007823,0.006091863
109.5,40.000007823,0.040262677
112.5,1.000007823,0.0016917895
115.5,-1.999992177,0.0016899157
115.5,-34.999992177,0.0022378217
115.5,-4.999992177,0.0017006174
115.5,22.000007823,0.0024819681
115.5,43.000007823,0.17584987
115.5,46.000007823,0.45342955
118.5,-34.999992177,0.002261702
118.5,10.000007823,0.0017125268
118.5,16.000007823,0.0017458198
118.5,31.000007823,0.011649214
118.5,40.000007823,0.026465677
118.5,46.000007823,0.7651584
118.5,7.000007823,0.0017049732
121.5,-1.999992177,0.0017061959
121.5,-16.999992177,0.0021343469
121.5,-31.999992177,0.0018044848
121.5,-7.999992177,0.0017328307
121.5,1.000007823,0.0016953581
121.5,16.000007823,0.0017809988
124.5,34.000007823,0.018926378
13.5,-13.999992177,0.001918388
13.5,-22.999992177,3.7186267E-4
13.5,-25.999992177,3.5566714E-4
13.5,25.000007823,8.8272354E-4
13.5,31.000007823,7.4178603E-4
13.5,37.000007823,0.002695124
13.5,55.000007823,0.0030903495
13.5,58.000007823,0.0053195655
13.5,70.000007823,0.0036009806
130.5,-28.999992177,0.002104653
130.5,-7.999992177,0.0017336982
130.5,25.000007823,0.0022041767
130.5,43.000007823,0.059002187
133.5,-25.999992177,0.0025195868
133.5,-31.999992177,0.0017150565
133.5,-4.999992177,0.001716463
133.5,-7.999992177,0.0017260473
133.5,34.000007823,0.0043238103
133.5,7.000007823,0.0016866624
136.5,-28.999992177,0.0013851414
136.5,-34.999992177,0.0021552362
136.5,76.000007823,0.23226541
139.5,-1.999992177,0.0016893961
139.5,-31.999992177,0.0021546758
139.5,-34.999992177,0.0025766902
139.5,-7.999992177,0.0017371487
139.5,37.000007823,0.005086747
139.5,43.000007823,0.033031587
139.5,76.000007823,0.07721504
142.5,-34.999992177,0.0019699323
142.5,-37.999992177,0.002361611
142.5,-4.999992177,0.0016993516
142.5,-40.999992177,0.0019198301
142.5,43.000007823,0.06260635
145.5,-13.999992177,0.0018898991
145.5,-37.999992177,0.002426907
145.5,-40.999992177,0.0020375238
145.5,19.000007823,0.0017473885
148.5,-31.999992177,0.0032863165
148.5,-4.999992177,0.0016987261
148.5,-40.999992177,0.002096923
148.5,76.000007823,0.15176047
151.5,-10.999992177,0.0017281628
151.5,-25.999992177,0.0026572505
151.5,-34.999992177,0.0023418628
151.5,76.000007823,0.17331171
154.5,-7.999992177,0.0016997206
154.5,4.000007823,0.0016791428
16.5,-10.999992177,0.0018442192
16.5,-16.999992177,0.0023976257
16.5,37.000007823,0.0027362749
16.5,43.000007823,0.0033266153
16.5,46.000007823,0.0041287644
16.5,7.000007823,0.0018692838
16.5,79.000007823,0.0382484
160.5,-7.999992177,0.0016952468
169.5,-52.999992177,0.0017992969
172.5,-37.999992177,0.002073538
172.5,1.000007823,0.0016773376
172.5,4.000007823,0.00167637
172.5,7.000007823,0.0016771512
175.5,-4.999992177,0.0016779946
178.5,-19.999992177,0.0017801599
178.5,-37.999992177,0.0022219538
178.5,52.000007823,0.0020755637
19.5,16.000007823,4.739885E-4
19.5,31.000007823,5.7452876E-4
19.5,46.000007823,0.0044557634
19.5,79.000007823,0.034851152
22.5,-4.999992177,0.0017100052
22.5,16.000007823,4.6540776E-4
22.5,19.000007823,5.4787693E-4
22.5,22.000007823,7.015482E-4
22.5,52.000007823,0.0072883875
25.5,-13.999992177,0.0022289467
25.5,-4.999992177,0.0017108924
25.5,25.000007823,8.263162E-4
25.5,34.000007823,0.0025538225
25.5,40.000007823,0.0034991624
25.5,46.000007823,0.0070521683
25.5,49.000007823,0.0070635923
25.5,55.000007823,0.0072443504
28.5,-22.999992177,0.002574253
28.5,31.000007823,5.457244E-4
28.5,34.000007823,0.00255792
28.5,46.000007823,0.0050363643
28.5,79.000007823,0.020460986
31.5,-10.999992177,0.0020096614
31.5,-16.999992177,0.0021998098
31.5,-22.999992177,0.0022654154
31.5,10.000007823,0.0018926484
31.5,19.000007823,6.5289275E-4
31.5,37.000007823,0.004017826
31.5,49.000007823,0.025795821
31.5,52.000007823,0.02609057
31.5,58.000007823,0.026561052
31.5,7.000007823,0.0018258195
31.5,79.000007823,0.03132727
34.5,-4.999992177,0.0018310781
34.5,13.000007823,0.0020439206
34.5,28.000007823,5.9201324E-4
34.5,31.000007823,0.0019868372
34.5,79.000007823,0.0320195
37.5,-1.999992177,0.0018300641
37.5,-16.999992177,0.0019898112
37.5,-19.999992177,0.001931538
37.5,16.000007823,0.0013957985
37.5,19.000007823,4.7149268E-4
37.5,22.000007823,4.6825025E-4
37.5,49.000007823,0.066372685
4.5,10.000007823,0.001943784
4.5,46.000007823,0.0032276788
4.5,49.000007823,0.0029790138
4.5,52.000007823,0.002695707
4.5,7.000007823,0.0017849891
40.5,-7.999992177,0.0017750388
43.5,28.000007823,0.003627475
43.5,34.000007823,0.0046977494
43.5,52.000007823,0.14364563
46.5,22.000007823,8.183272E-4
46.5,25.000007823,9.1914507E-4
46.5,28.000007823,0.0038034036
46.5,34.000007823,0.0069045047
46.5,46.000007823,0.03138828
46.5,82.000007823,0.029008131
49.5,13.000007823,3.7910815E-4
49.5,4.000007823,0.0011672714
49.5,70.000007823,0.063169695
52.5,25.000007823,6.477945E-4
52.5,37.000007823,0.005115041
52.5,52.000007823,0.26076072
52.5,55.000007823,0.27483207
52.5,73.000007823,0.017794285
55.5,-19.999992177,0.0018588234
55.5,16.000007823,4.3926926E-4
55.5,73.000007823,0.041469492
58.5,28.000007823,8.1864785E-4
58.5,49.000007823,0.3370022
58.5,52.000007823,0.30512306
61.5,28.000007823,9.958579E-4
61.5,31.000007823,0.0013361397
61.5,37.000007823,0.0066544376
61.5,76.000007823,0.11787904
61.5,79.000007823,0.10667875
64.5,-19.999992177,0.001807253
64.5,31.000007823,0.0014471759
64.5,43.000007823,0.0068989885
64.5,46.000007823,0.08522936
67.5,37.000007823,0.0044829464
67.5,40.000007823,0.006844864
7.5,22.000007823,7.1089464E-4
7.5,4.000007823,0.0017310369
7.5,40.000007823,0.0027559318
7.5,52.000007823,0.0028862264
76.5,37.000007823,0.007869208
79.5,10.000007823,0.0018619852
79.5,19.000007823,0.0026050548
79.5,7.000007823,0.0017467618
82.5,28.000007823,0.0030214367
82.5,46.000007823,0.057608213
85.5,34.000007823,0.0031610145
85.5,40.000007823,0.01624798
85.5,43.000007823,0.0352089
85.5,76.000007823,0.2130705
88.5,28.000007823,0.0032783782
88.5,31.000007823,0.008391841
88.5,37.000007823,0.0038228584
91.5,22.000007823,0.0021191218
91.5,31.000007823,0.008722415
91.5,43.000007823,0.033467904
94.5,16.000007823,0.0018513219
94.5,22.000007823,0.0022350044
94.5,31.000007823,0.009604856
94.5,34.000007823,0.014953633
94.5,7.000007823,0.0017020759
94.5,82.000007823,0.18550041
97.5,16.000007823,0.001886607
97.5,22.000007823,0.00235044
97.5,37.000007823,0.012804799
97.5,4.000007823,0.0017021918
