x,y,GuloGulo_PA1_RUN2 logistic values
43.5,40.000007823,3.5847505E-4
43.5,46.000007823,6.302998E-20
43.5,52.000007823,0.032282036
43.5,55.000007823,0.24613018
43.5,7.000007823,8.719653E-6
46.5,-13.999992177,5.8289374E-6
46.5,-19.999992177,9.66636E-6
46.5,10.000007823,0.0
46.5,16.000007823,2.0708388E-34
46.5,22.000007823,1.1138713E-33
46.5,40.000007823,1.0589213E-4
46.5,46.000007823,0.0
46.5,52.000007823,0.008129718
46.5,7.000007823,0.0
46.5,82.000007823,0.0
49.5,-10.999992177,4.229369E-6
49.5,-13.999992177,5.493488E-6
49.5,-22.999992177,4.8824286E-6
49.5,13.000007823,8.5989185E-35
49.5,19.000007823,3.499618E-34
49.5,25.000007823,6.915041E-34
49.5,31.000007823,0.0
49.5,43.000007823,0.0
49.5,46.000007823,0.0
49.5,49.000007823,0.0
49.5,7.000007823,0.0
49.5,70.000007823,4.0101307E-4
52.5,-4.999992177,3.1269053E-6
52.5,31.000007823,0.0
52.5,43.000007823,0.0
52.5,55.000007823,0.37079424
52.5,73.000007823,8.051889E-4
52.5,79.000007823,0.0
52.5,82.000007823,0.0
55.5,-19.999992177,4.3271093E-6
55.5,22.000007823,2.7615498E-34
55.5,31.000007823,0.0
55.5,37.000007823,0.0
55.5,52.000007823,0.030166125
55.5,70.000007823,6.443724E-4
58.5,22.000007823,1.5757027E-34
58.5,37.000007823,0.0
58.5,52.000007823,0.1319342
58.5,55.000007823,0.022365266
58.5,73.000007823,0.003658771
58.5,76.000007823,0.33215168
58.5,79.000007823,3.747982E-28
61.5,25.000007823,0.0
61.5,31.000007823,4.5932813E-33
61.5,40.000007823,0.0
61.5,49.000007823,0.11568599
61.5,76.000007823,3.92E-43
64.5,-19.999992177,3.908804E-6
64.5,25.000007823,0.0
64.5,28.000007823,1.0805676E-32
64.5,31.000007823,0.0
64.5,43.000007823,0.0
64.5,82.000007823,7.239354E-27
67.5,-49.999992177,1.7969576E-5
67.5,25.000007823,0.0
67.5,37.000007823,0.0
67.5,46.000007823,0.0
67.5,76.000007823,1.4E-45
7.5,-1.999992177,3.7091027E-6
7.5,13.000007823,2.1402184E-5
7.5,19.000007823,7.5292E-34
7.5,25.000007823,5.257067E-33
7.5,28.000007823,5.4524206E-32
7.5,49.000007823,8.947807E-5
7.5,52.000007823,6.282957E-5
70.5,34.000007823,3.4381443E-5
73.5,-4.999992177,3.1469385E-6
73.5,1.000007823,3.107448E-6
73.5,31.000007823,6.358227E-4
73.5,4.000007823,3.195981E-6
73.5,40.000007823,6.800037E-4
73.5,46.000007823,2.8E-45
76.5,10.000007823,4.7757203E-6
76.5,19.000007823,2.6413445E-5
76.5,22.000007823,4.442446E-5
76.5,28.000007823,3.4173919E-4
76.5,43.000007823,9.2801685E-4
76.5,46.000007823,0.0
79.5,13.000007823,8.631849E-6
79.5,16.000007823,1.293205E-5
79.5,25.000007823,9.4619376E-5
79.5,34.000007823,7.3478866E-33
79.5,43.000007823,0.001069249
79.5,46.000007823,1.8231323E-4
82.5,10.000007823,3.7566108E-6
82.5,28.000007823,3.058339E-5
82.5,31.000007823,7.258691E-5
85.5,19.000007823,8.5239335E-6
85.5,22.000007823,2.8255741E-5
85.5,25.000007823,3.763599E-5
85.5,31.000007823,0.0
85.5,40.000007823,3.1111054E-31
85.5,76.000007823,6.497883E-27
88.5,34.000007823,0.0
91.5,28.000007823,1.6247593E-4
91.5,31.000007823,7.3330203E-4
91.5,34.000007823,0.0
91.5,40.000007823,3.869382E-31
91.5,82.000007823,3.387725E-23
94.5,13.000007823,3.520564E-6
94.5,16.000007823,6.459948E-6
94.5,19.000007823,1.2654005E-5
94.5,22.000007823,1.3148693E-5
94.5,37.000007823,1.1437867E-32
94.5,4.000007823,3.5443752E-6
94.5,7.000007823,3.3041645E-6
94.5,82.000007823,4.3030965E-23
97.5,1.000007823,3.9446936E-6
97.5,25.000007823,1.5733776E-5
97.5,31.000007823,7.606647E-4
97.5,37.000007823,0.0
97.5,4.000007823,3.945827E-6
